"word","n","date"
"jackie",35,2021-07-25
"dey",30,2021-07-25
"nini",30,2021-07-25
"beauty",29,2021-07-25
"brother",27,2021-07-25
"guys",26,2021-07-25
"money",26,2021-07-25
"people",26,2021-07-25
"season",26,2021-07-25
"biggie",25,2021-07-25
"im",25,2021-07-25
"retweet",25,2021-07-25
"alexhouseof",24,2021-07-25
"nengi",24,2021-07-25
"httpstcowfswmwbfalsena",23,2021-07-25
"white",23,2021-07-25
"ashewo",22,2021-07-25
"house",22,2021-07-25
"wont",22,2021-07-25
"bbnaijashineyaeye",20,2021-07-25
"laycon",20,2021-07-25
"mariachike",20,2021-07-25
"saskay",20,2021-07-25
"bbnaija",265,2021-07-25
"rt",188,2021-07-25
"maria",51,2021-07-25
"liquorose",45,2021-07-25
"nini",25,2021-07-25
"white",25,2021-07-25
"money",24,2021-07-25
"house",23,2021-07-25
"dey",20,2021-07-25
"whitemoney",19,2021-07-25
"cross",16,2021-07-25
"girl",16,2021-07-25
"bbnaijaseason",14,2021-07-25
"people",14,2021-07-25
"bbnaijashineyaeye",13,2021-07-25
"dont",13,2021-07-25
"angel",12,2021-07-25
"jackie",12,2021-07-25
"don",11,2021-07-25
"food",11,2021-07-25
"season",11,2021-07-25
"girls",10,2021-07-25
"retweet",10,2021-07-25
"follow",9,2021-07-25
"nengi",9,2021-07-25
"saskay",9,2021-07-25
"time",9,2021-07-25
"arin",8,2021-07-25
"brother",8,2021-07-25
"guys",8,2021-07-25
"bbnaija",265,2021-07-25
"rt",188,2021-07-25
"maria",51,2021-07-25
"liquorose",45,2021-07-25
"nini",25,2021-07-25
"white",25,2021-07-25
"money",24,2021-07-25
"house",23,2021-07-25
"dey",20,2021-07-25
"whitemoney",19,2021-07-25
"cross",16,2021-07-25
"girl",16,2021-07-25
"bbnaijaseason",14,2021-07-25
"people",14,2021-07-25
"bbnaijashineyaeye",13,2021-07-25
"dont",13,2021-07-25
"angel",12,2021-07-25
"jackie",12,2021-07-25
"don",11,2021-07-25
"food",11,2021-07-25
"season",11,2021-07-25
"girls",10,2021-07-25
"retweet",10,2021-07-25
"follow",9,2021-07-25
"nengi",9,2021-07-25
"saskay",9,2021-07-25
"time",9,2021-07-25
"arin",8,2021-07-25
"brother",8,2021-07-25
"guys",8,2021-07-25
"bbnaija",256,2021-07-25
"rt",162,2021-07-25
"maria",53,2021-07-25
"nini",50,2021-07-25
"relationship",25,2021-07-25
"brother",24,2021-07-25
"follow",21,2021-07-25
"money",21,2021-07-25
"white",21,2021-07-25
"liquorose",20,2021-07-25
"dey",19,2021-07-25
"im",18,2021-07-25
"don",17,2021-07-25
"house",17,2021-07-25
"whitemoney",16,2021-07-25
"love",13,2021-07-25
"pls",13,2021-07-25
"season",12,2021-07-25
"cross",11,2021-07-25
"girl",10,2021-07-25
"na",10,2021-07-25
"bbnaijaseason",9,2021-07-25
"bbnaijashineyaeye",9,2021-07-25
"dont",9,2021-07-25
"guys",9,2021-07-25
"jackie",9,2021-07-25
"mazi",9,2021-07-25
"shes",9,2021-07-25
"babe",8,2021-07-25
"grow",8,2021-07-25
"line",8,2021-07-25
"people",8,2021-07-25
"single",8,2021-07-25
"bbnaija",435,2021-07-25
"rt",384,2021-07-25
"relnofollowtwitter",375,2021-07-25
"falsenanaa",365,2021-07-25
"hrefhttptwittercomdownloadandroid",184,2021-07-25
"hrefhttptwittercomdownloadiphone",172,2021-07-25
"bbnaijafalsena",171,2021-07-25
"saskay",119,2021-07-25
"liquorose",66,2021-07-25
"maria",66,2021-07-25
"im",61,2021-07-25
"dey",52,2021-07-25
"tega",52,2021-07-25
"house",43,2021-07-25
"love",40,2021-07-25
"vibe",35,2021-07-25
"boyfriend",31,2021-07-25
"relationship",29,2021-07-25
"saskays",26,2021-07-25
"person",23,2021-07-25
"whitemoney",23,2021-07-25
"wey",22,2021-07-25
"dont",20,2021-07-25
"gistloversblog",20,2021-07-25
"na",20,2021-07-25
"housemates",19,2021-07-25
"bye",18,2021-07-25
"don",18,2021-07-25
"beautiful",17,2021-07-25
"hrefhttpsmobiletwittercom",17,2021-07-25
"stan",17,2021-07-25
"web",17,2021-07-25
"bbnaija",435,2021-07-25
"rt",384,2021-07-25
"relnofollowtwitter",375,2021-07-25
"falsenanaa",365,2021-07-25
"hrefhttptwittercomdownloadandroid",184,2021-07-25
"hrefhttptwittercomdownloadiphone",172,2021-07-25
"bbnaijafalsena",171,2021-07-25
"saskay",119,2021-07-25
"liquorose",66,2021-07-25
"maria",66,2021-07-25
"im",61,2021-07-25
"dey",52,2021-07-25
"tega",52,2021-07-25
"house",43,2021-07-25
"love",40,2021-07-25
"vibe",35,2021-07-25
"boyfriend",31,2021-07-25
"relationship",29,2021-07-25
"saskays",26,2021-07-25
"person",23,2021-07-25
"whitemoney",23,2021-07-25
"wey",22,2021-07-25
"dont",20,2021-07-25
"gistloversblog",20,2021-07-25
"na",20,2021-07-25
"housemates",19,2021-07-25
"bye",18,2021-07-25
"don",18,2021-07-25
"beautiful",17,2021-07-25
"hrefhttpsmobiletwittercom",17,2021-07-25
"stan",17,2021-07-25
"web",17,2021-07-25
"bbnaija",323,2021-07-25
"rt",261,2021-07-25
"relnofollowtwitter",210,2021-07-25
"falsenanaa",195,2021-07-25
"hrefhttptwittercomdownloadandroid",120,2021-07-25
"jackie",102,2021-07-25
"bbnaijafalsena",81,2021-07-25
"hrefhttptwittercomdownloadiphone",70,2021-07-25
"maria",44,2021-07-25
"house",32,2021-07-25
"love",31,2021-07-25
"angel",29,2021-07-25
"liquorose",28,2021-07-25
"im",26,2021-07-25
"saskay",22,2021-07-25
"hrefhttpsmobiletwittercom",20,2021-07-25
"web",20,2021-07-25
"dey",19,2021-07-25
"retweet",18,2021-07-25
"fashion",16,2021-07-25
"bbnaijaseason",15,2021-07-25
"niyi",15,2021-07-25
"omo",15,2021-07-25
"shes",15,2021-07-25
"truenanaa",15,2021-07-25
"bbn",14,2021-07-25
"biggie",14,2021-07-25
"boma",14,2021-07-25
"ass",12,2021-07-25
"dont",12,2021-07-25
"women",12,2021-07-25
"bbnaija",374,2021-07-25
"rt",264,2021-07-25
"maria",233,2021-07-25
"relnofollowtwitter",191,2021-07-25
"falsenanaa",186,2021-07-25
"bbnaijafalsena",96,2021-07-25
"hrefhttptwittercomdownloadiphone",95,2021-07-25
"hrefhttptwittercomdownloadandroid",84,2021-07-25
"people",39,2021-07-25
"love",32,2021-07-25
"liquorose",31,2021-07-25
"dey",30,2021-07-25
"talk",26,2021-07-25
"abeg",24,2021-07-25
"don",24,2021-07-25
"im",23,2021-07-25
"na",23,2021-07-25
"person",22,2021-07-25
"story",22,2021-07-25
"house",19,2021-07-25
"accent",18,2021-07-25
"shes",18,2021-07-25
"girl",17,2021-07-25
"angel",16,2021-07-25
"girls",16,2021-07-25
"housemates",16,2021-07-25
"boring",15,2021-07-25
"sha",15,2021-07-25
"bbnaijaseason",14,2021-07-25
"niyi",14,2021-07-25
"bbnaija",269,2021-07-25
"rt",230,2021-07-25
"relnofollowtwitter",97,2021-07-25
"falsenanaa",92,2021-07-25
"maria",72,2021-07-25
"hrefhttptwittercomdownloadandroid",56,2021-07-25
"cross",51,2021-07-25
"bbnaijafalsena",34,2021-07-25
"hrefhttptwittercomdownloadiphone",34,2021-07-25
"angel",24,2021-07-25
"dey",24,2021-07-25
"im",24,2021-07-25
"don",23,2021-07-25
"jackie",19,2021-07-25
"house",17,2021-07-25
"na",17,2021-07-25
"people",16,2021-07-25
"whitemoney",15,2021-07-25
"arin",14,2021-07-25
"accent",13,2021-07-25
"abeg",12,2021-07-25
"dont",12,2021-07-25
"drunk",12,2021-07-25
"liquorose",12,2021-07-25
"money",12,2021-07-25
"ready",11,2021-07-25
"white",11,2021-07-25
"love",10,2021-07-25
"shes",10,2021-07-25
"single",10,2021-07-25
"talk",10,2021-07-25
"talking",10,2021-07-25
"bbnaija",338,2021-07-26
"relnofollowtwitter",333,2021-07-26
"falsenanaa",315,2021-07-26
"rt",234,2021-07-26
"hrefhttptwittercomdownloadandroid",178,2021-07-26
"bbnaijafalsena",163,2021-07-26
"hrefhttptwittercomdownloadiphone",118,2021-07-26
"whitemoney",108,2021-07-26
"white",97,2021-07-26
"money",96,2021-07-26
"maria",84,2021-07-26
"im",45,2021-07-26
"dey",37,2021-07-26
"hrefhttpsmobiletwittercom",37,2021-07-26
"web",37,2021-07-26
"liquorose",31,2021-07-26
"na",29,2021-07-26
"boma",26,2021-07-26
"sha",24,2021-07-26
"housemate",23,2021-07-26
"girls",21,2021-07-26
"cross",20,2021-07-26
"fans",20,2021-07-26
"guy",19,2021-07-26
"yousef",19,2021-07-26
"bbnaijashineyaeye",18,2021-07-26
"girl",18,2021-07-26
"house",18,2021-07-26
"angel",17,2021-07-26
"pere",17,2021-07-26
"bbnaija",143,2021-07-26
"rt",72,2021-07-26
"boma",38,2021-07-26
"maria",29,2021-07-26
"suit",24,2021-07-26
"whitemoney",24,2021-07-26
"liquorose",14,2021-07-26
"money",14,2021-07-26
"na",14,2021-07-26
"dey",13,2021-07-26
"sleep",13,2021-07-26
"white",13,2021-07-26
"biggie",11,2021-07-26
"bbnaijashineyaeye",9,2021-07-26
"follow",8,2021-07-26
"bed",7,2021-07-26
"house",7,2021-07-26
"love",7,2021-07-26
"guy",6,2021-07-26
"las",6,2021-07-26
"yall",6,2021-07-26
"don",5,2021-07-26
"pere",5,2021-07-26
"vibe",5,2021-07-26
"girl",4,2021-07-26
"im",4,2021-07-26
"jackie",4,2021-07-26
"oo",4,2021-07-26
"sha",4,2021-07-26
"wear",4,2021-07-26
"wetin",4,2021-07-26
"bbnaija",91,2021-07-26
"rt",74,2021-07-26
"dey",18,2021-07-26
"liquorose",15,2021-07-26
"maria",14,2021-07-26
"retweet",13,2021-07-26
"money",9,2021-07-26
"na",9,2021-07-26
"white",9,2021-07-26
"follow",7,2021-07-26
"whitemoney",7,2021-07-26
"bbnaijashineyaeye",6,2021-07-26
"explorenaija",6,2021-07-26
"handle",6,2021-07-26
"house",6,2021-07-26
"likes",6,2021-07-26
"season",6,2021-07-26
"accounts",5,2021-07-26
"biggie",5,2021-07-26
"boma",5,2021-07-26
"comments",5,2021-07-26
"cross",5,2021-07-26
"drop",5,2021-07-26
"girl",5,2021-07-26
"marriage",5,2021-07-26
"niyi",5,2021-07-26
"arin",4,2021-07-26
"babe",4,2021-07-26
"dady",4,2021-07-26
"dont",4,2021-07-26
"enter",4,2021-07-26
"game",4,2021-07-26
"kayode",4,2021-07-26
"love",4,2021-07-26
"people",4,2021-07-26
"post",4,2021-07-26
"sleep",4,2021-07-26
"wetin",4,2021-07-26
"bbnaija",96,2021-07-26
"rt",65,2021-07-26
"princess",25,2021-07-26
"bed",12,2021-07-26
"maria",11,2021-07-26
"na",11,2021-07-26
"dey",9,2021-07-26
"liquorose",9,2021-07-26
"house",7,2021-07-26
"share",6,2021-07-26
"dont",5,2021-07-26
"jackie",5,2021-07-26
"white",5,2021-07-26
"babe",4,2021-07-26
"don",4,2021-07-26
"enter",4,2021-07-26
"fight",4,2021-07-26
"love",4,2021-07-26
"meet",4,2021-07-26
"money",4,2021-07-26
"person",4,2021-07-26
"wey",4,2021-07-26
"wont",4,2021-07-26
"biggie",3,2021-07-26
"boma",3,2021-07-26
"brother",3,2021-07-26
"guy",3,2021-07-26
"hard",3,2021-07-26
"harrisonjnior",3,2021-07-26
"heaven",3,2021-07-26
"lucy",3,2021-07-26
"mariachike",3,2021-07-26
"song",3,2021-07-26
"talk",3,2021-07-26
"time",3,2021-07-26
"una",3,2021-07-26
"wahala",3,2021-07-26
"wan",3,2021-07-26
"watch",3,2021-07-26
"women",3,2021-07-26
"yousef",3,2021-07-26
"bbnaija",99,2021-07-26
"rt",64,2021-07-26
"princess",17,2021-07-26
"dey",14,2021-07-26
"maria",11,2021-07-26
"bed",10,2021-07-26
"na",10,2021-07-26
"beatrice",9,2021-07-26
"don",8,2021-07-26
"house",8,2021-07-26
"im",8,2021-07-26
"liquorose",7,2021-07-26
"love",7,2021-07-26
"brother",6,2021-07-26
"money",6,2021-07-26
"girl",5,2021-07-26
"white",5,2021-07-26
"whitemoney",5,2021-07-26
"bbnaijashineyaeyes",4,2021-07-26
"biggie",4,2021-07-26
"enter",4,2021-07-26
"jackie",4,2021-07-26
"niyi",4,2021-07-26
"sha",4,2021-07-26
"angel",3,2021-07-26
"arin",3,2021-07-26
"artist",3,2021-07-26
"bluhouze",3,2021-07-26
"cross",3,2021-07-26
"follow",3,2021-07-26
"game",3,2021-07-26
"girls",3,2021-07-26
"guy",3,2021-07-26
"hear",3,2021-07-26
"hes",3,2021-07-26
"issue",3,2021-07-26
"link",3,2021-07-26
"lol",3,2021-07-26
"maziibe",3,2021-07-26
"meet",3,2021-07-26
"morning",3,2021-07-26
"night",3,2021-07-26
"people",3,2021-07-26
"sleep",3,2021-07-26
"song",3,2021-07-26
"stan",3,2021-07-26
"talk",3,2021-07-26
"team",3,2021-07-26
"una",3,2021-07-26
"utilolo",3,2021-07-26
"wont",3,2021-07-26
"yousef",3,2021-07-26
"rt",88,2021-07-26
"bbnaija",79,2021-07-26
"falsenanaa",32,2021-07-26
"relnofollowtwitter",32,2021-07-26
"hrefhttptwittercomdownloadandroid",16,2021-07-26
"maria",15,2021-07-26
"hrefhttptwittercomdownloadiphone",14,2021-07-26
"dey",12,2021-07-26
"im",12,2021-07-26
"bbnaijafalsena",8,2021-07-26
"house",8,2021-07-26
"liquorose",7,2021-07-26
"money",7,2021-07-26
"biggie",6,2021-07-26
"na",6,2021-07-26
"amp",5,2021-07-26
"bbnaijaseason",5,2021-07-26
"girl",5,2021-07-26
"gistloversblog",5,2021-07-26
"retweet",5,2021-07-26
"alexhouseof",4,2021-07-26
"analysis",4,2021-07-26
"androidafinnadkingtruefalsenana",4,2021-07-26
"angel",4,2021-07-26
"cancer",4,2021-07-26
"choose",4,2021-07-26
"housemate",4,2021-07-26
"imo",4,2021-07-26
"jackie",4,2021-07-26
"laycon",4,2021-07-26
"line",4,2021-07-26
"love",4,2021-07-26
"morning",4,2021-07-26
"nigeria",4,2021-07-26
"prank",4,2021-07-26
"pulsenigeria",4,2021-07-26
"real",4,2021-07-26
"saga",4,2021-07-26
"season",4,2021-07-26
"stan",4,2021-07-26
"start",4,2021-07-26
"white",4,2021-07-26
"yousef",4,2021-07-26
"rt",86,2021-07-26
"bbnaija",78,2021-07-26
"maria",21,2021-07-26
"dey",8,2021-07-26
"love",7,2021-07-26
"liquorose",6,2021-07-26
"white",6,2021-07-26
"angel",5,2021-07-26
"emmanuel",5,2021-07-26
"girl",5,2021-07-26
"money",5,2021-07-26
"na",5,2021-07-26
"whitemoney",5,2021-07-26
"guys",4,2021-07-26
"morning",4,2021-07-26
"real",4,2021-07-26
"sh",4,2021-07-26
"court",3,2021-07-26
"dont",3,2021-07-26
"ehh",3,2021-07-26
"fashion",3,2021-07-26
"follow",3,2021-07-26
"jackie",3,2021-07-26
"kes",3,2021-07-26
"line",3,2021-07-26
"mariachike",3,2021-07-26
"nigeria",3,2021-07-26
"night",3,2021-07-26
"nini",3,2021-07-26
"people",3,2021-07-26
"price",3,2021-07-26
"questions",3,2021-07-26
"stores",3,2021-07-26
"vibe",3,2021-07-26
"vibes",3,2021-07-26
"whatsapp",3,2021-07-26
"rt",94,2021-07-26
"bbnaija",79,2021-07-26
"maria",14,2021-07-26
"liquorose",12,2021-07-26
"im",10,2021-07-26
"biggie",7,2021-07-26
"house",6,2021-07-26
"tacha",6,2021-07-26
"brother",5,2021-07-26
"dont",5,2021-07-26
"love",5,2021-07-26
"money",5,2021-07-26
"whitemoney",5,2021-07-26
"alexhouseof",4,2021-07-26
"angel",4,2021-07-26
"babe",4,2021-07-26
"cruise",4,2021-07-26
"dey",4,2021-07-26
"fashion",4,2021-07-26
"fav",4,2021-07-26
"girl",4,2021-07-26
"na",4,2021-07-26
"watching",4,2021-07-26
"white",4,2021-07-26
"ad",3,2021-07-26
"arin",3,2021-07-26
"ashewo",3,2021-07-26
"baby",3,2021-07-26
"bbnaijaseason",3,2021-07-26
"erica",3,2021-07-26
"girls",3,2021-07-26
"gistloversblog",3,2021-07-26
"guys",3,2021-07-26
"housemate",3,2021-07-26
"housemates",3,2021-07-26
"isnt",3,2021-07-26
"jackie",3,2021-07-26
"lady",3,2021-07-26
"line",3,2021-07-26
"meet",3,2021-07-26
"nigerians",3,2021-07-26
"retweet",3,2021-07-26
"saskay",3,2021-07-26
"true",3,2021-07-26
"tweet",3,2021-07-26
"world",3,2021-07-26
"rt",114,2021-07-26
"bbnaija",95,2021-07-26
"maria",25,2021-07-26
"whitemoney",16,2021-07-26
"liquorose",12,2021-07-26
"im",11,2021-07-26
"dey",8,2021-07-26
"girl",8,2021-07-26
"brother",6,2021-07-26
"cancer",6,2021-07-26
"ladies",6,2021-07-26
"love",6,2021-07-26
"season",6,2021-07-26
"angel",5,2021-07-26
"biggie",5,2021-07-26
"cross",5,2021-07-26
"emmanuel",5,2021-07-26
"guys",5,2021-07-26
"seyi",5,2021-07-26
"don",4,2021-07-26
"enter",4,2021-07-26
"guy",4,2021-07-26
"jackie",4,2021-07-26
"las",4,2021-07-26
"line",4,2021-07-26
"niyi",4,2021-07-26
"people",4,2021-07-26
"sha",4,2021-07-26
"whatsapp",4,2021-07-26
"white",4,2021-07-26
"yousef",4,2021-07-26
"rt",107,2021-07-26
"bbnaija",96,2021-07-26
"maria",18,2021-07-26
"liquorose",16,2021-07-26
"brother",10,2021-07-26
"dey",9,2021-07-26
"girl",7,2021-07-26
"housemate",7,2021-07-26
"laycon",6,2021-07-26
"na",6,2021-07-26
"whitemoney",6,2021-07-26
"boma",5,2021-07-26
"im",5,2021-07-26
"jackie",5,2021-07-26
"tega",5,2021-07-26
"yousef",5,2021-07-26
"angel",4,2021-07-26
"favorite",4,2021-07-26
"girls",4,2021-07-26
"gistreel",4,2021-07-26
"house",4,2021-07-26
"love",4,2021-07-26
"retweet",4,2021-07-26
"thechallenge",4,2021-07-26
"abeg",3,2021-07-26
"bbnaijashineyaeye",3,2021-07-26
"beautiful",3,2021-07-26
"content",3,2021-07-26
"court",3,2021-07-26
"dont",3,2021-07-26
"enter",3,2021-07-26
"fans",3,2021-07-26
"fashion",3,2021-07-26
"guys",3,2021-07-26
"home",3,2021-07-26
"https",3,2021-07-26
"line",3,2021-07-26
"mariachike",3,2021-07-26
"money",3,2021-07-26
"naija",3,2021-07-26
"newtonprime",3,2021-07-26
"nigeria",3,2021-07-26
"night",3,2021-07-26
"person",3,2021-07-26
"saskay",3,2021-07-26
"season",3,2021-07-26
"sha",3,2021-07-26
"stan",3,2021-07-26
"symplytacha",3,2021-07-26
"tacha",3,2021-07-26
"tachatitans",3,2021-07-26
"time",3,2021-07-26
"times",3,2021-07-26
"vibes",3,2021-07-26
"wetitans",3,2021-07-26
"wey",3,2021-07-26
"white",3,2021-07-26
"bbnaija",100,2021-07-26
"rt",94,2021-07-26
"maria",18,2021-07-26
"liquorose",10,2021-07-26
"na",9,2021-07-26
"dey",7,2021-07-26
"house",7,2021-07-26
"nengi",7,2021-07-26
"biggie",6,2021-07-26
"emmanuel",6,2021-07-26
"team",6,2021-07-26
"demoofuk",5,2021-07-26
"girl",5,2021-07-26
"nigeria",5,2021-07-26
"yousef",5,2021-07-26
"brother",4,2021-07-26
"fit",4,2021-07-26
"guys",4,2021-07-26
"httpstcoduvsebds",4,2021-07-26
"join",4,2021-07-26
"person",4,2021-07-26
"wey",4,2021-07-26
"whitemoney",4,2021-07-26
"alexhouseof",3,2021-07-26
"angel",3,2021-07-26
"arin",3,2021-07-26
"bbnaijaseason",3,2021-07-26
"beautiful",3,2021-07-26
"bigbrothernaija",3,2021-07-26
"court",3,2021-07-26
"don",3,2021-07-26
"dont",3,2021-07-26
"endsars",3,2021-07-26
"enter",3,2021-07-26
"erica",3,2021-07-26
"fine",3,2021-07-26
"follow",3,2021-07-26
"housemate",3,2021-07-26
"housemates",3,2021-07-26
"jackie",3,2021-07-26
"laycon",3,2021-07-26
"morning",3,2021-07-26
"pls",3,2021-07-26
"sammielord",3,2021-07-26
"someones",3,2021-07-26
"workout",3,2021-07-26
"world",3,2021-07-26
